@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
24704,2543,0,10659,45045,0.191351,1,0.192622,1,0.807378,0.323023,0.226655,4.411983,0
24705,2543,0,10658,45046,0.191333,1,0.192637,1,0.807363,0.323044,0.226638,4.412317,0
24706,2543,0,10657,45047,0.191315,1,0.192652,1,0.807348,0.323064,0.226621,4.412652,0
24707,2543,0,10656,45048,0.191297,1,0.192666,1,0.807334,0.323085,0.226604,4.412986,0
24708,2543,0,10655,45049,0.191279,1,0.192681,1,0.807319,0.323105,0.226587,4.41332,0
24709,2543,0,10654,45050,0.191261,1,0.192695,1,0.807305,0.323126,0.22657,4.413655,0
24710,2543,0,10653,45051,0.191243,1,0.19271,1,0.80729,0.323146,0.226552,4.413989,0
24711,2543,0,10652,45052,0.191225,1,0.192725,1,0.807275,0.323167,0.226535,4.414324,0
24712,2543,0,10651,45053,0.191207,1,0.192739,1,0.807261,0.323187,0.226518,4.414658,0
24713,2543,0,10650,45054,0.191189,1,0.192754,1,0.807246,0.323208,0.226501,4.414993,0
24714,2543,0,10649,45055,0.191171,1,0.192768,1,0.807232,0.323228,0.226484,4.415327,0
24715,2543,0,10648,45056,0.191153,1,0.192783,1,0.807217,0.323249,0.226467,4.415662,0
24716,2543,0,10647,45057,0.191135,1,0.192798,1,0.807202,0.32327,0.226449,4.415997,0
24717,2543,0,10646,45058,0.191117,1,0.192812,1,0.807188,0.32329,0.226432,4.416332,0
24718,2543,0,10645,45059,0.191099,1,0.192827,1,0.807173,0.323311,0.226415,4.416667,0
24719,2543,0,10644,45060,0.191081,1,0.192841,1,0.807159,0.323331,0.226398,4.417002,0
24720,2543,0,10643,45061,0.191063,1,0.192856,1,0.807144,0.323352,0.226381,4.417337,0
24721,2543,0,10642,45062,0.191046,1,0.192871,1,0.807129,0.323372,0.226364,4.417672,0
24722,2543,0,10641,45063,0.191028,1,0.192885,1,0.807115,0.323393,0.226346,4.418007,0
24723,2543,0,10640,45064,0.19101,1,0.1929,1,0.8071,0.323413,0.226329,4.418342,0
24724,2543,0,10639,45065,0.190992,1,0.192915,1,0.807085,0.323434,0.226312,4.418677,0
24725,2543,0,10638,45066,0.190974,1,0.192929,1,0.807071,0.323455,0.226295,4.419012,0
24726,2543,0,10637,45067,0.190956,1,0.192944,1,0.807056,0.323475,0.226278,4.419347,0
24727,2543,0,10636,45068,0.190938,1,0.192958,1,0.807042,0.323496,0.226261,4.419683,0
24728,2543,0,10635,45069,0.19092,1,0.192973,1,0.807027,0.323516,0.226243,4.420018,0
24729,2543,0,10634,45070,0.190902,1,0.192988,1,0.807012,0.323537,0.226226,4.420354,0
24730,2543,0,10633,45071,0.190884,1,0.193002,1,0.806998,0.323557,0.226209,4.420689,0
24731,2543,0,10632,45072,0.190866,1,0.193017,1,0.806983,0.323578,0.226192,4.421025,0
24732,2543,0,10631,45073,0.190848,1,0.193032,1,0.806968,0.323599,0.226175,4.42136,0
24733,2543,0,10630,45074,0.19083,1,0.193046,1,0.806954,0.323619,0.226158,4.421696,0
24734,2543,0,10629,45075,0.190812,1,0.193061,1,0.806939,0.32364,0.22614,4.422032,0
24735,2543,0,10628,45076,0.190794,1,0.193076,1,0.806924,0.32366,0.226123,4.422367,0
24736,2543,0,10627,45077,0.190776,1,0.19309,1,0.80691,0.323681,0.226106,4.422703,0
24737,2543,0,10626,45078,0.190758,1,0.193105,1,0.806895,0.323702,0.226089,4.423039,0
24738,2543,0,10625,45079,0.19074,1,0.19312,1,0.80688,0.323722,0.226072,4.423375,0
24739,2543,0,10624,45080,0.190722,1,0.193134,1,0.806866,0.323743,0.226055,4.423711,0
24740,2543,0,10623,45081,0.190704,1,0.193149,1,0.806851,0.323763,0.226037,4.424047,0
24741,2543,0,10622,45082,0.190686,1,0.193164,1,0.806836,0.323784,0.22602,4.424383,0
24742,2543,0,10621,45083,0.190669,1,0.193178,1,0.806822,0.323805,0.226003,4.424719,0
24743,2543,0,10620,45084,0.190651,1,0.193193,1,0.806807,0.323825,0.225986,4.425055,0
24744,2543,0,10619,45085,0.190633,1,0.193208,1,0.806792,0.323846,0.225969,4.425391,0
24745,2543,0,10618,45086,0.190615,1,0.193222,1,0.806778,0.323867,0.225952,4.425728,0
24746,2543,0,10617,45087,0.190597,1,0.193237,1,0.806763,0.323887,0.225934,4.426064,0
24747,2543,0,10616,45088,0.190579,1,0.193252,1,0.806748,0.323908,0.225917,4.4264,0
24748,2543,0,10615,45089,0.190561,1,0.193266,1,0.806734,0.323928,0.2259,4.426737,0
24749,2543,0,10614,45090,0.190543,1,0.193281,1,0.806719,0.323949,0.225883,4.427073,0
24750,2543,0,10613,45091,0.190525,1,0.193296,1,0.806704,0.32397,0.225866,4.42741,0
24751,2543,0,10612,45092,0.190507,1,0.193311,1,0.806689,0.32399,0.225849,4.427746,0
24752,2543,0,10611,45093,0.190489,1,0.193325,1,0.806675,0.324011,0.225831,4.428083,0
24753,2543,0,10610,45094,0.190471,1,0.19334,1,0.80666,0.324032,0.225814,4.428419,0
24754,2543,0,10609,45095,0.190453,1,0.193355,1,0.806645,0.324052,0.225797,4.428756,0
24755,2543,0,10608,45096,0.190435,1,0.193369,1,0.806631,0.324073,0.22578,4.429093,0
24756,2543,0,10607,45097,0.190417,1,0.193384,1,0.806616,0.324094,0.225763,4.42943,0
24757,2543,0,10606,45098,0.190399,1,0.193399,1,0.806601,0.324114,0.225746,4.429767,0
24758,2543,0,10605,45099,0.190381,1,0.193413,1,0.806587,0.324135,0.225728,4.430103,0
24759,2543,0,10604,45100,0.190363,1,0.193428,1,0.806572,0.324156,0.225711,4.43044,0
24760,2543,0,10603,45101,0.190345,1,0.193443,1,0.806557,0.324176,0.225694,4.430777,0
24761,2543,0,10602,45102,0.190327,1,0.193458,1,0.806542,0.324197,0.225677,4.431114,0
24762,2543,0,10601,45103,0.190309,1,0.193472,1,0.806528,0.324218,0.22566,4.431452,0
24763,2543,0,10600,45104,0.190292,1,0.193487,1,0.806513,0.324238,0.225643,4.431789,0
24764,2543,0,10599,45105,0.190274,1,0.193502,1,0.806498,0.324259,0.225625,4.432126,0
24765,2543,0,10598,45106,0.190256,1,0.193516,1,0.806484,0.32428,0.225608,4.432463,0
24766,2543,0,10597,45107,0.190238,1,0.193531,1,0.806469,0.3243,0.225591,4.432801,0
24767,2543,0,10596,45108,0.19022,1,0.193546,1,0.806454,0.324321,0.225574,4.433138,0
24768,2543,0,10595,45109,0.190202,1,0.193561,1,0.806439,0.324342,0.225557,4.433475,0
24769,2543,0,10594,45110,0.190184,1,0.193575,1,0.806425,0.324362,0.22554,4.433813,0
24770,2543,0,10593,45111,0.190166,1,0.19359,1,0.80641,0.324383,0.225522,4.43415,0
24771,2543,0,10592,45112,0.190148,1,0.193605,1,0.806395,0.324404,0.225505,4.434488,0
24772,2543,0,10591,45113,0.19013,1,0.19362,1,0.80638,0.324424,0.225488,4.434826,0
24773,2543,0,10590,45114,0.190112,1,0.193634,1,0.806366,0.324445,0.225471,4.435163,0
24774,2543,0,10589,45115,0.190094,1,0.193649,1,0.806351,0.324466,0.225454,4.435501,0
24775,2543,0,10588,45116,0.190076,1,0.193664,1,0.806336,0.324486,0.225437,4.435839,0
24776,2543,0,10587,45117,0.190058,1,0.193679,1,0.806321,0.324507,0.225419,4.436177,0
24777,2543,0,10586,45118,0.19004,1,0.193693,1,0.806307,0.324528,0.225402,4.436515,0
24778,2543,0,10585,45119,0.190022,1,0.193708,1,0.806292,0.324549,0.225385,4.436853,0
24779,2543,0,10584,45120,0.190004,1,0.193723,1,0.806277,0.324569,0.225368,4.437191,0
24780,2543,0,10583,45121,0.189986,1,0.193738,1,0.806262,0.32459,0.225351,4.437529,0
24781,2543,0,10582,45122,0.189968,1,0.193752,1,0.806248,0.324611,0.225333,4.437867,0
24782,2543,0,10581,45123,0.18995,1,0.193767,1,0.806233,0.324631,0.225316,4.438205,0
24783,2543,0,10580,45124,0.189933,1,0.193782,1,0.806218,0.324652,0.225299,4.438543,0
24784,2543,0,10579,45125,0.189915,1,0.193797,1,0.806203,0.324673,0.225282,4.438881,0
24785,2543,0,10578,45126,0.189897,1,0.193811,1,0.806189,0.324694,0.225265,4.43922,0
24786,2543,0,10577,45127,0.189879,1,0.193826,1,0.806174,0.324714,0.225248,4.439558,0
24787,2543,0,10576,45128,0.189861,1,0.193841,1,0.806159,0.324735,0.22523,4.439896,0
24788,2543,0,10575,45129,0.189843,1,0.193856,1,0.806144,0.324756,0.225213,4.440235,0
24789,2543,0,10574,45130,0.189825,1,0.193871,1,0.806129,0.324777,0.225196,4.440573,0
24790,2543,0,10573,45131,0.189807,1,0.193885,1,0.806115,0.324797,0.225179,4.440912,0
24791,2543,0,10572,45132,0.189789,1,0.1939,1,0.8061,0.324818,0.225162,4.44125,0
24792,2543,0,10571,45133,0.189771,1,0.193915,1,0.806085,0.324839,0.225145,4.441589,0
24793,2543,0,10570,45134,0.189753,1,0.19393,1,0.80607,0.324859,0.225127,4.441928,0
24794,2543,0,10569,45135,0.189735,1,0.193944,1,0.806056,0.32488,0.22511,4.442267,0
24795,2543,0,10568,45136,0.189717,1,0.193959,1,0.806041,0.324901,0.225093,4.442605,0
24796,2543,0,10567,45137,0.189699,1,0.193974,1,0.806026,0.324922,0.225076,4.442944,0
24797,2543,0,10566,45138,0.189681,1,0.193989,1,0.806011,0.324942,0.225059,4.443283,0
24798,2543,0,10565,45139,0.189663,1,0.194004,1,0.805996,0.324963,0.225042,4.443622,0
24799,2543,0,10564,45140,0.189645,1,0.194018,1,0.805982,0.324984,0.225024,4.443961,0
24800,2543,0,10563,45141,0.189627,1,0.194033,1,0.805967,0.325005,0.225007,4.4443,0
24801,2543,0,10562,45142,0.189609,1,0.194048,1,0.805952,0.325026,0.22499,4.444639,0
24802,2543,0,10561,45143,0.189591,1,0.194063,1,0.805937,0.325046,0.224973,4.444979,0
24803,2543,0,10560,45144,0.189573,1,0.194078,1,0.805922,0.325067,0.224956,4.445318,0
24804,2543,0,10559,45145,0.189556,1,0.194093,1,0.805907,0.325088,0.224939,4.445657,0
24805,2543,0,10558,45146,0.189538,1,0.194107,1,0.805893,0.325109,0.224921,4.445996,0
24806,2543,0,10557,45147,0.18952,1,0.194122,1,0.805878,0.325129,0.224904,4.446336,0
24807,2543,0,10556,45148,0.189502,1,0.194137,1,0.805863,0.32515,0.224887,4.446675,0
24808,2543,0,10555,45149,0.189484,1,0.194152,1,0.805848,0.325171,0.22487,4.447015,0
24809,2543,0,10554,45150,0.189466,1,0.194167,1,0.805833,0.325192,0.224853,4.447354,0
24810,2543,0,10553,45151,0.189448,1,0.194181,1,0.805819,0.325213,0.224836,4.447694,0
24811,2543,0,10552,45152,0.18943,1,0.194196,1,0.805804,0.325233,0.224818,4.448034,0
24812,2543,0,10551,45153,0.189412,1,0.194211,1,0.805789,0.325254,0.224801,4.448373,0
24813,2543,0,10550,45154,0.189394,1,0.194226,1,0.805774,0.325275,0.224784,4.448713,0
24814,2543,0,10549,45155,0.189376,1,0.194241,1,0.805759,0.325296,0.224767,4.449053,0
24815,2543,0,10548,45156,0.189358,1,0.194256,1,0.805744,0.325317,0.22475,4.449393,0
24816,2543,0,10547,45157,0.18934,1,0.19427,1,0.80573,0.325337,0.224733,4.449733,0
24817,2543,0,10546,45158,0.189322,1,0.194285,1,0.805715,0.325358,0.224715,4.450073,0
24818,2543,0,10545,45159,0.189304,1,0.1943,1,0.8057,0.325379,0.224698,4.450413,0
24819,2543,0,10544,45160,0.189286,1,0.194315,1,0.805685,0.3254,0.224681,4.450753,0
24820,2543,0,10543,45161,0.189268,1,0.19433,1,0.80567,0.325421,0.224664,4.451093,0
24821,2543,0,10542,45162,0.18925,1,0.194345,1,0.805655,0.325442,0.224647,4.451433,0
24822,2543,0,10541,45163,0.189232,1,0.19436,1,0.80564,0.325462,0.22463,4.451773,0
24823,2543,0,10540,45164,0.189214,1,0.194374,1,0.805626,0.325483,0.224612,4.452113,0
24824,2543,0,10539,45165,0.189196,1,0.194389,1,0.805611,0.325504,0.224595,4.452454,0
24825,2543,0,10538,45166,0.189179,1,0.194404,1,0.805596,0.325525,0.224578,4.452794,0
24826,2543,0,10537,45167,0.189161,1,0.194419,1,0.805581,0.325546,0.224561,4.453135,0
24827,2543,0,10536,45168,0.189143,1,0.194434,1,0.805566,0.325567,0.224544,4.453475,0
24828,2543,0,10535,45169,0.189125,1,0.194449,1,0.805551,0.325587,0.224527,4.453816,0
24829,2543,0,10534,45170,0.189107,1,0.194464,1,0.805536,0.325608,0.224509,4.454156,0
24830,2543,0,10533,45171,0.189089,1,0.194478,1,0.805522,0.325629,0.224492,4.454497,0
24831,2543,0,10532,45172,0.189071,1,0.194493,1,0.805507,0.32565,0.224475,4.454837,0
24832,2543,0,10531,45173,0.189053,1,0.194508,1,0.805492,0.325671,0.224458,4.455178,0
24833,2543,0,10530,45174,0.189035,1,0.194523,1,0.805477,0.325692,0.224441,4.455519,0
24834,2543,0,10529,45175,0.189017,1,0.194538,1,0.805462,0.325712,0.224424,4.45586,0
24835,2543,0,10528,45176,0.188999,1,0.194553,1,0.805447,0.325733,0.224406,4.456201,0
24836,2543,0,10527,45177,0.188981,1,0.194568,1,0.805432,0.325754,0.224389,4.456542,0
24837,2543,0,10526,45178,0.188963,1,0.194583,1,0.805417,0.325775,0.224372,4.456883,0
24838,2543,0,10525,45179,0.188945,1,0.194597,1,0.805403,0.325796,0.224355,4.457224,0
24839,2543,0,10524,45180,0.188927,1,0.194612,1,0.805388,0.325817,0.224338,4.457565,0
24840,2543,0,10523,45181,0.188909,1,0.194627,1,0.805373,0.325838,0.224321,4.457906,0
24841,2543,0,10522,45182,0.188891,1,0.194642,1,0.805358,0.325859,0.224303,4.458247,0
24842,2543,0,10521,45183,0.188873,1,0.194657,1,0.805343,0.325879,0.224286,4.458588,0
24843,2543,0,10520,45184,0.188855,1,0.194672,1,0.805328,0.3259,0.224269,4.45893,0
24844,2543,0,10519,45185,0.188837,1,0.194687,1,0.805313,0.325921,0.224252,4.459271,0
24845,2543,0,10518,45186,0.188819,1,0.194702,1,0.805298,0.325942,0.224235,4.459613,0
24846,2543,0,10517,45187,0.188802,1,0.194717,1,0.805283,0.325963,0.224218,4.459954,0
24847,2543,0,10516,45188,0.188784,1,0.194732,1,0.805268,0.325984,0.2242,4.460296,0
24848,2543,0,10515,45189,0.188766,1,0.194747,1,0.805253,0.326005,0.224183,4.460637,0
24849,2543,0,10514,45190,0.188748,1,0.194761,1,0.805239,0.326026,0.224166,4.460979,0
24850,2543,0,10513,45191,0.18873,1,0.194776,1,0.805224,0.326047,0.224149,4.46132,0
24851,2543,0,10512,45192,0.188712,1,0.194791,1,0.805209,0.326067,0.224132,4.461662,0
24852,2543,0,10511,45193,0.188694,1,0.194806,1,0.805194,0.326088,0.224115,4.462004,0
24853,2543,0,10510,45194,0.188676,1,0.194821,1,0.805179,0.326109,0.224097,4.462346,0
24854,2543,0,10509,45195,0.188658,1,0.194836,1,0.805164,0.32613,0.22408,4.462688,0
24855,2543,0,10508,45196,0.18864,1,0.194851,1,0.805149,0.326151,0.224063,4.46303,0
24856,2543,0,10507,45197,0.188622,1,0.194866,1,0.805134,0.326172,0.224046,4.463372,0
24857,2543,0,10506,45198,0.188604,1,0.194881,1,0.805119,0.326193,0.224029,4.463714,0
24858,2543,0,10505,45199,0.188586,1,0.194896,1,0.805104,0.326214,0.224012,4.464056,0
24859,2543,0,10504,45200,0.188568,1,0.194911,1,0.805089,0.326235,0.223994,4.464398,0
24860,2543,0,10503,45201,0.18855,1,0.194926,1,0.805074,0.326256,0.223977,4.46474,0
24861,2543,0,10502,45202,0.188532,1,0.194941,1,0.805059,0.326277,0.22396,4.465082,0
24862,2543,0,10501,45203,0.188514,1,0.194956,1,0.805044,0.326298,0.223943,4.465425,0
24863,2543,0,10500,45204,0.188496,1,0.19497,1,0.80503,0.326318,0.223926,4.465767,0
24864,2543,0,10499,45205,0.188478,1,0.194985,1,0.805015,0.326339,0.223909,4.466109,0
24865,2543,0,10498,45206,0.18846,1,0.195,1,0.805,0.32636,0.223891,4.466452,0
24866,2543,0,10497,45207,0.188442,1,0.195015,1,0.804985,0.326381,0.223874,4.466794,0
24867,2543,0,10496,45208,0.188425,1,0.19503,1,0.80497,0.326402,0.223857,4.467137,0
24868,2543,0,10495,45209,0.188407,1,0.195045,1,0.804955,0.326423,0.22384,4.46748,0
24869,2543,0,10494,45210,0.188389,1,0.19506,1,0.80494,0.326444,0.223823,4.467822,0
24870,2543,0,10493,45211,0.188371,1,0.195075,1,0.804925,0.326465,0.223806,4.468165,0
24871,2543,0,10492,45212,0.188353,1,0.19509,1,0.80491,0.326486,0.223788,4.468508,0
24872,2543,0,10491,45213,0.188335,1,0.195105,1,0.804895,0.326507,0.223771,4.468851,0
24873,2543,0,10490,45214,0.188317,1,0.19512,1,0.80488,0.326528,0.223754,4.469194,0
24874,2543,0,10489,45215,0.188299,1,0.195135,1,0.804865,0.326549,0.223737,4.469537,0
24875,2543,0,10488,45216,0.188281,1,0.19515,1,0.80485,0.32657,0.22372,4.46988,0
24876,2543,0,10487,45217,0.188263,1,0.195165,1,0.804835,0.326591,0.223703,4.470223,0
24877,2543,0,10486,45218,0.188245,1,0.19518,1,0.80482,0.326612,0.223685,4.470566,0
24878,2543,0,10485,45219,0.188227,1,0.195195,1,0.804805,0.326633,0.223668,4.470909,0
24879,2543,0,10484,45220,0.188209,1,0.19521,1,0.80479,0.326654,0.223651,4.471252,0
24880,2543,0,10483,45221,0.188191,1,0.195225,1,0.804775,0.326675,0.223634,4.471595,0
24881,2543,0,10482,45222,0.188173,1,0.19524,1,0.80476,0.326696,0.223617,4.471939,0
24882,2543,0,10481,45223,0.188155,1,0.195255,1,0.804745,0.326717,0.223599,4.472282,0
24883,2543,0,10480,45224,0.188137,1,0.19527,1,0.80473,0.326738,0.223582,4.472625,0
24884,2543,0,10479,45225,0.188119,1,0.195285,1,0.804715,0.326759,0.223565,4.472969,0
24885,2543,0,10478,45226,0.188101,1,0.1953,1,0.8047,0.32678,0.223548,4.473312,0
24886,2543,0,10477,45227,0.188083,1,0.195315,1,0.804685,0.326801,0.223531,4.473656,0
24887,2543,0,10476,45228,0.188065,1,0.19533,1,0.80467,0.326822,0.223514,4.474,0
24888,2543,0,10475,45229,0.188048,1,0.195345,1,0.804655,0.326843,0.223496,4.474343,0
24889,2543,0,10474,45230,0.18803,1,0.19536,1,0.80464,0.326864,0.223479,4.474687,0
24890,2543,0,10473,45231,0.188012,1,0.195375,1,0.804625,0.326885,0.223462,4.475031,0
24891,2543,0,10472,45232,0.187994,1,0.19539,1,0.80461,0.326906,0.223445,4.475375,0
24892,2543,0,10471,45233,0.187976,1,0.195405,1,0.804595,0.326927,0.223428,4.475718,0
24893,2543,0,10470,45234,0.187958,1,0.19542,1,0.80458,0.326948,0.223411,4.476062,0
24894,2543,0,10469,45235,0.18794,1,0.195435,1,0.804565,0.326969,0.223393,4.476406,0
24895,2543,0,10468,45236,0.187922,1,0.19545,1,0.80455,0.32699,0.223376,4.47675,0
24896,2543,0,10467,45237,0.187904,1,0.195465,1,0.804535,0.327011,0.223359,4.477095,0
24897,2543,0,10466,45238,0.187886,1,0.19548,1,0.80452,0.327032,0.223342,4.477439,0
24898,2543,0,10465,45239,0.187868,1,0.195495,1,0.804505,0.327053,0.223325,4.477783,0
24899,2543,0,10464,45240,0.18785,1,0.19551,1,0.80449,0.327074,0.223308,4.478127,0
24900,2543,0,10463,45241,0.187832,1,0.195525,1,0.804475,0.327095,0.22329,4.478471,0
24901,2543,0,10462,45242,0.187814,1,0.19554,1,0.80446,0.327116,0.223273,4.478816,0
24902,2543,0,10461,45243,0.187796,1,0.195555,1,0.804445,0.327137,0.223256,4.47916,0
24903,2543,0,10460,45244,0.187778,1,0.19557,1,0.80443,0.327158,0.223239,4.479505,0
24904,2543,0,10459,45245,0.18776,1,0.195585,1,0.804415,0.327179,0.223222,4.479849,0
24905,2543,0,10458,45246,0.187742,1,0.1956,1,0.8044,0.3272,0.223205,4.480194,0
24906,2543,0,10457,45247,0.187724,1,0.195615,1,0.804385,0.327221,0.223187,4.480538,0
24907,2543,0,10456,45248,0.187706,1,0.19563,1,0.80437,0.327242,0.22317,4.480883,0
24908,2543,0,10455,45249,0.187688,1,0.195645,1,0.804355,0.327263,0.223153,4.481228,0
24909,2543,0,10454,45250,0.187671,1,0.195661,1,0.804339,0.327284,0.223136,4.481573,0
24910,2543,0,10453,45251,0.187653,1,0.195676,1,0.804324,0.327305,0.223119,4.481918,0
24911,2543,0,10452,45252,0.187635,1,0.195691,1,0.804309,0.327327,0.223102,4.482262,0
24912,2543,0,10451,45253,0.187617,1,0.195706,1,0.804294,0.327348,0.223084,4.482607,0
24913,2543,0,10450,45254,0.187599,1,0.195721,1,0.804279,0.327369,0.223067,4.482952,0
24914,2543,0,10449,45255,0.187581,1,0.195736,1,0.804264,0.32739,0.22305,4.483297,0
24915,2543,0,10448,45256,0.187563,1,0.195751,1,0.804249,0.327411,0.223033,4.483643,0
24916,2543,0,10447,45257,0.187545,1,0.195766,1,0.804234,0.327432,0.223016,4.483988,0
24917,2543,0,10446,45258,0.187527,1,0.195781,1,0.804219,0.327453,0.222999,4.484333,0
24918,2543,0,10445,45259,0.187509,1,0.195796,1,0.804204,0.327474,0.222981,4.484678,0
24919,2543,0,10444,45260,0.187491,1,0.195811,1,0.804189,0.327495,0.222964,4.485023,0
24920,2543,0,10443,45261,0.187473,1,0.195826,1,0.804174,0.327516,0.222947,4.485369,0
24921,2543,0,10442,45262,0.187455,1,0.195841,1,0.804159,0.327537,0.22293,4.485714,0
24922,2543,0,10441,45263,0.187437,1,0.195856,1,0.804144,0.327558,0.222913,4.48606,0
24923,2543,0,10440,45264,0.187419,1,0.195872,1,0.804128,0.32758,0.222896,4.486405,0
24924,2543,0,10439,45265,0.187401,1,0.195887,1,0.804113,0.327601,0.222878,4.486751,0
24925,2543,0,10438,45266,0.187383,1,0.195902,1,0.804098,0.327622,0.222861,4.487097,0
24926,2543,0,10437,45267,0.187365,1,0.195917,1,0.804083,0.327643,0.222844,4.487442,0
24927,2543,0,10436,45268,0.187347,1,0.195932,1,0.804068,0.327664,0.222827,4.487788,0
24928,2543,0,10435,45269,0.187329,1,0.195947,1,0.804053,0.327685,0.22281,4.488134,0
24929,2543,0,10434,45270,0.187312,1,0.195962,1,0.804038,0.327706,0.222793,4.48848,0
24930,2543,0,10433,45271,0.187294,1,0.195977,1,0.804023,0.327727,0.222775,4.488826,0
24931,2543,0,10432,45272,0.187276,1,0.195992,1,0.804008,0.327748,0.222758,4.489171,0
24932,2543,0,10431,45273,0.187258,1,0.196007,1,0.803993,0.32777,0.222741,4.489517,0
24933,2543,0,10430,45274,0.18724,1,0.196023,1,0.803977,0.327791,0.222724,4.489864,0
24934,2543,0,10429,45275,0.187222,1,0.196038,1,0.803962,0.327812,0.222707,4.49021,0
24935,2543,0,10428,45276,0.187204,1,0.196053,1,0.803947,0.327833,0.22269,4.490556,0
24936,2543,0,10427,45277,0.187186,1,0.196068,1,0.803932,0.327854,0.222672,4.490902,0
24937,2543,0,10426,45278,0.187168,1,0.196083,1,0.803917,0.327875,0.222655,4.491248,0
24938,2543,0,10425,45279,0.18715,1,0.196098,1,0.803902,0.327896,0.222638,4.491595,0
24939,2543,0,10424,45280,0.187132,1,0.196113,1,0.803887,0.327917,0.222621,4.491941,0
24940,2543,0,10423,45281,0.187114,1,0.196128,1,0.803872,0.327939,0.222604,4.492288,0
24941,2543,0,10422,45282,0.187096,1,0.196143,1,0.803857,0.32796,0.222587,4.492634,0
24942,2543,0,10421,45283,0.187078,1,0.196159,1,0.803841,0.327981,0.222569,4.492981,0
24943,2543,0,10420,45284,0.18706,1,0.196174,1,0.803826,0.328002,0.222552,4.493327,0
24944,2543,0,10419,45285,0.187042,1,0.196189,1,0.803811,0.328023,0.222535,4.493674,0
24945,2543,0,10418,45286,0.187024,1,0.196204,1,0.803796,0.328044,0.222518,4.494021,0
24946,2543,0,10417,45287,0.187006,1,0.196219,1,0.803781,0.328066,0.222501,4.494367,0
24947,2543,0,10416,45288,0.186988,1,0.196234,1,0.803766,0.328087,0.222484,4.494714,0
24948,2543,0,10415,45289,0.18697,1,0.196249,1,0.803751,0.328108,0.222466,4.495061,0
24949,2543,0,10414,45290,0.186952,1,0.196265,1,0.803735,0.328129,0.222449,4.495408,0
24950,2543,0,10413,45291,0.186935,1,0.19628,1,0.80372,0.32815,0.222432,4.495755,0
24951,2543,0,10412,45292,0.186917,1,0.196295,1,0.803705,0.328171,0.222415,4.496102,0
24952,2543,0,10411,45293,0.186899,1,0.19631,1,0.80369,0.328193,0.222398,4.496449,0
24953,2543,0,10410,45294,0.186881,1,0.196325,1,0.803675,0.328214,0.222381,4.496796,0
24954,2543,0,10409,45295,0.186863,1,0.19634,1,0.80366,0.328235,0.222363,4.497143,0
24955,2543,0,10408,45296,0.186845,1,0.196355,1,0.803645,0.328256,0.222346,4.497491,0
24956,2543,0,10407,45297,0.186827,1,0.196371,1,0.803629,0.328277,0.222329,4.497838,0
24957,2543,0,10406,45298,0.186809,1,0.196386,1,0.803614,0.328298,0.222312,4.498185,0
24958,2543,0,10405,45299,0.186791,1,0.196401,1,0.803599,0.32832,0.222295,4.498533,0
24959,2543,0,10404,45300,0.186773,1,0.196416,1,0.803584,0.328341,0.222278,4.49888,0
24960,2543,0,10403,45301,0.186755,1,0.196431,1,0.803569,0.328362,0.22226,4.499228,0
24961,2543,0,10402,45302,0.186737,1,0.196447,1,0.803553,0.328383,0.222243,4.499575,0
24962,2543,0,10401,45303,0.186719,1,0.196462,1,0.803538,0.328404,0.222226,4.499923,0
24963,2543,0,10400,45304,0.186701,1,0.196477,1,0.803523,0.328426,0.222209,4.50027,0
24964,2543,0,10399,45305,0.186683,1,0.196492,1,0.803508,0.328447,0.222192,4.500618,0
24965,2543,0,10398,45306,0.186665,1,0.196507,1,0.803493,0.328468,0.222175,4.500966,0
24966,2543,0,10397,45307,0.186647,1,0.196522,1,0.803478,0.328489,0.222157,4.501314,0
24967,2543,0,10396,45308,0.186629,1,0.196538,1,0.803462,0.328511,0.22214,4.501662,0
24968,2543,0,10395,45309,0.186611,1,0.196553,1,0.803447,0.328532,0.222123,4.50201,0
24969,2543,0,10394,45310,0.186593,1,0.196568,1,0.803432,0.328553,0.222106,4.502358,0
24970,2543,0,10393,45311,0.186575,1,0.196583,1,0.803417,0.328574,0.222089,4.502706,0
24971,2543,0,10392,45312,0.186558,1,0.196598,1,0.803402,0.328595,0.222072,4.503054,0
24972,2543,0,10391,45313,0.18654,1,0.196614,1,0.803386,0.328617,0.222054,4.503402,0
24973,2543,0,10390,45314,0.186522,1,0.196629,1,0.803371,0.328638,0.222037,4.50375,0
24974,2543,0,10389,45315,0.186504,1,0.196644,1,0.803356,0.328659,0.22202,4.504098,0
24975,2543,0,10388,45316,0.186486,1,0.196659,1,0.803341,0.32868,0.222003,4.504447,0
24976,2543,0,10387,45317,0.186468,1,0.196674,1,0.803326,0.328702,0.221986,4.504795,0
24977,2543,0,10386,45318,0.18645,1,0.19669,1,0.80331,0.328723,0.221969,4.505143,0
24978,2543,0,10385,45319,0.186432,1,0.196705,1,0.803295,0.328744,0.221951,4.505492,0
